"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","minus100","minus1000","minus10000","minus2000","minus20000","minus30000","minus40000"
"1283",8964800445,"20150209T000000",2260000,3,3.5,3110,14872,1,0,0,3,10,3110,0,2003,0,98004,47.6178,-122.209,3110,12433,52,52,1015,145,3682,3682,4236
"1284",6204410200,"20140616T000000",371025,3,2,1530,8925,1,0,0,3,7,1530,0,1977,0,98011,47.736,-122.199,2040,8856,3,3,414,15,3195,3195,3601
"1285",7625702400,"20140730T000000",355000,2,1,960,6250,1,0,0,3,6,960,0,1916,0,98136,47.5491,-122.386,1350,6250,16,16,717,89,3966,3966,4245
"1286",5113200310,"20140909T000000",270000,3,1,1240,14110,1,0,0,4,7,1240,0,1972,0,98058,47.4579,-122.09,2060,19350,0,0,389,0,3260,3260,4257
"1287",7893802800,"20140605T000000",425000,4,2.75,2440,15349,2,0,1,4,7,2440,0,1957,0,98198,47.4117,-122.333,2280,9250,22,22,359,58,3406,3406,4200
"1288",2473003210,"20150313T000000",364808,3,1.75,2320,7875,1,0,0,3,8,1620,700,1967,0,98058,47.4524,-122.146,1990,9720,5,5,385,12,3637,3637,4269
"1289",1402600570,"20150113T000000",320000,3,2.25,1580,6561,1,0,0,3,8,1200,380,1981,0,98058,47.4394,-122.14,1710,7241,0,0,446,11,3283,3283,4269
"1290",8944460030,"20141014T000000",325000,4,2.5,2963,5797,2,0,0,3,9,2963,0,2006,0,98030,47.3831,-122.185,2665,6119,4,4,333,31,2642,2642,4113
"1291",2473480560,"20140904T000000",350000,3,2.25,2470,10290,2,0,0,3,8,2230,240,1984,0,98058,47.4459,-122.124,1970,10150,4,4,433,4,3332,3332,4269
"1292",3365900465,"20150219T000000",170000,3,1.5,1370,10176,1,0,0,3,6,1370,0,1947,0,98168,47.4738,-122.263,1650,10176,1,1,718,3,4066,4066,4273
"1293",5341600030,"20140509T000000",255000,2,1,960,28717,1,0,0,4,6,960,0,1984,0,98070,47.3356,-122.502,1860,28717,0,0,58,0,1385,1385,2992
"1294",6073500160,"20141210T000000",550000,3,1,1130,7500,1,0,0,3,7,880,250,1947,0,98117,47.6973,-122.389,2190,5250,8,8,1421,34,3244,3244,3595
"1295",2025760160,"20140703T000000",835000,4,4.25,4930,25714,2,0,0,3,12,4930,0,2005,0,98092,47.3069,-122.148,3620,23035,2,2,267,5,1661,1661,2746
"1296",9393700140,"20150310T000000",420000,3,1,1150,5120,1,0,0,4,6,800,350,1946,0,98116,47.5588,-122.392,1220,5120,41,41,696,80,3860,3860,4245
"1297",5458800125,"20140514T000000",925000,4,2.5,2190,7350,2.5,0,0,5,8,2190,0,1958,0,98040,47.5786,-122.236,1880,7350,14,14,981,21,3912,3912,4236
"1298",2492200435,"20140606T000000",389250,2,1.5,1490,4080,1,0,0,3,7,930,560,1956,0,98126,47.5344,-122.381,1320,4080,26,26,661,66,3998,3998,4245
"1299",3759500046,"20150501T000000",748000,3,2.5,2600,10183,1,0,0,3,8,1300,1300,2004,0,98033,47.6984,-122.201,1860,10401,2,2,982,24,3345,3345,3794
"1300",8648220260,"20150324T000000",284000,3,1.75,1530,9600,1,0,0,3,7,1200,330,1988,0,98042,47.3594,-122.076,1680,9680,7,7,291,19,1992,1992,3335
"1301",6392001670,"20140611T000000",588000,4,2,1680,5000,1,0,0,3,7,980,700,1950,0,98115,47.6858,-122.286,1680,6000,16,16,1705,57,3400,3400,3786
"1302",2026049155,"20150320T000000",372500,3,1.75,1680,8648,1,0,0,4,7,1680,0,1963,0,98133,47.7338,-122.332,1290,8147,6,6,1273,52,3185,3185,3525
"1303",2329800240,"20150218T000000",285000,4,3,1900,7194,2,0,0,4,7,1900,0,1988,0,98042,47.3768,-122.117,1690,7194,6,6,366,28,2365,2365,3908
"1304",3380900125,"20140527T000000",360000,3,1,1570,9467,1,0,0,3,7,1570,0,1954,0,98177,47.7683,-122.359,1570,9100,0,0,446,5,2816,2816,3420
"1305",1324079041,"20141118T000000",275000,3,1,1370,17859,1,0,0,4,7,1150,220,1930,0,98024,47.5617,-121.859,1460,47044,0,0,4,0,1345,1345,3483
"1306",8682230550,"20140916T000000",428000,2,2,1350,4225,1,0,0,3,8,1350,0,2003,0,98053,47.7106,-122.03,1660,4225,2,2,166,6,3001,3001,3748
"1307",853400240,"20150325T000000",847000,6,2.5,3010,17864,2,0,0,3,8,3010,0,1969,0,98177,47.7209,-122.372,2560,11532,0,0,1312,17,3169,3169,3536
"1308",2130702075,"20140926T000000",316000,3,1,1010,7838,1,0,0,4,6,1010,0,1977,0,98019,47.7422,-121.981,1380,8128,8,8,44,12,2221,2221,3371
"1309",3260810260,"20150505T000000",375000,3,2.5,2050,7205,2,0,0,3,8,2050,0,2000,0,98003,47.3487,-122.304,2050,7264,3,3,542,33,2101,2101,3908
"1310",2878600200,"20140508T000000",533000,3,1,1670,4080,1,0,0,3,7,1170,500,1967,0,98115,47.6899,-122.321,1560,4080,13,13,1597,255,3397,3397,3719
"1311",7298040310,"20140523T000000",556000,5,2.5,3840,16905,2,0,0,3,11,3840,0,1991,0,98023,47.2996,-122.342,3270,12133,16,16,399,107,1683,1683,2863
"1312",766000240,"20140915T000000",225000,4,2,2220,14120,1,0,0,3,7,1200,1020,1966,0,98042,47.361,-122.116,1300,9709,29,29,366,35,2227,2227,3704
"1313",3459700340,"20141030T000000",537250,4,2.5,2590,9530,1,0,0,4,8,1640,950,1978,0,98155,47.7752,-122.285,2710,10970,0,0,370,0,2890,2890,3415
"1314",2473251180,"20141217T000000",255000,3,1,1180,13650,1,0,0,4,7,1180,0,1967,0,98058,47.4551,-122.154,1460,11730,2,2,398,16,3785,3785,4269
"1315",2407900200,"20150409T000000",530000,4,2.5,2950,4836,2,0,0,3,7,2950,0,2006,0,98059,47.479,-122.129,2120,4750,1,1,419,19,3929,3929,4263
"1316",7558700030,"20150413T000000",5300000,6,6,7390,24829,2,1,4,4,12,5000,2390,1991,0,98040,47.5631,-122.21,4320,24619,0,0,926,7,4038,4038,4237
"1317",203600140,"20150324T000000",595000,3,2.75,2150,31238,2,0,0,3,9,2150,0,1996,0,98014,47.6596,-121.96,2650,38307,0,0,133,0,2593,2593,3872
"1318",4037800140,"20140814T000000",548000,4,2,2100,8880,1,0,0,4,7,2100,0,1958,0,98008,47.6115,-122.124,1280,9102,16,16,729,36,3759,3759,4200
"1319",1683600240,"20150320T000000",234975,3,1.75,1650,8073,1,0,0,3,7,1100,550,1980,0,98092,47.3187,-122.182,1280,8073,4,4,327,4,1777,1777,3082
"1320",1962200036,"20140819T000000",6e+05,3,1.75,1620,1325,2.5,0,0,3,9,1430,190,2005,0,98102,47.6498,-122.321,1750,1572,13,13,1708,195,3482,3482,4156
"1321",1775800510,"20150324T000000",432000,4,1,1750,12528,1,0,0,4,7,1750,0,1967,0,98072,47.743,-122.097,1550,14120,0,0,247,1,2984,2984,3534
"1322",1822350070,"20150202T000000",455000,3,1.5,1380,6657,2,0,0,3,7,1380,0,1986,0,98034,47.7085,-122.217,1420,8187,12,12,890,17,3333,3333,3717
"1323",7772400160,"20141024T000000",279950,3,1.75,1510,11234,1,0,0,3,7,1210,300,1965,0,98155,47.7571,-122.328,2080,9076,2,2,741,21,2932,2932,3480
"1324",273900030,"20141020T000000",267500,3,1.5,1600,9072,1,0,0,4,7,1600,0,1963,0,98030,47.3737,-122.216,1710,8000,3,3,444,32,2598,2598,4090
"1325",3323069084,"20140909T000000",620000,4,2.5,1840,220308,2,0,0,3,8,1840,0,2000,0,98038,47.4306,-122.049,1890,65340,0,0,240,0,2589,2589,4206
"1326",4337000160,"20150127T000000",110000,2,1,830,7590,1,0,0,2,6,830,0,1943,0,98166,47.4784,-122.335,980,7590,11,11,590,92,4070,4070,4269
"1327",9126100550,"20140513T000000",625000,3,3.5,1810,1846,2,0,0,4,8,1440,370,2009,0,98122,47.607,-122.305,1480,3600,11,11,1766,67,3616,3616,4240
"1328",5101405274,"20140529T000000",389000,2,1,910,7000,1,0,0,3,7,910,0,1952,0,98115,47.6999,-122.305,1260,7528,11,11,1573,60,3374,3374,3675
"1329",4232400860,"20140630T000000",1200000,4,2,2120,3360,2,0,0,3,9,2120,0,1905,0,98112,47.6227,-122.31,2090,3600,49,49,1851,94,3557,3557,4242
"1330",2723069082,"20150424T000000",788500,4,2.25,2510,133729,2,0,0,4,8,2510,0,1977,0,98027,47.4569,-122.02,2510,69696,0,0,121,0,2516,2516,4217
"1331",7436500270,"20140725T000000",567000,5,2.25,2100,6936,1,0,0,3,8,1600,500,1974,0,98033,47.6737,-122.169,2100,8661,7,7,652,10,3395,3395,3881
"1332",5153200030,"20150113T000000",515000,2,2.25,2690,15000,1,0,2,3,8,1870,820,1987,0,98023,47.3361,-122.353,2690,15000,0,0,459,15,1905,1905,3750
"1333",4022900125,"20140902T000000",605000,4,2.5,2430,11870,1,0,0,5,8,1590,840,1968,0,98155,47.7761,-122.285,2430,9600,0,0,368,0,2890,2890,3415
"1334",7841300505,"20141027T000000",430000,4,3.75,2452,4800,2,0,0,3,7,2452,0,1936,1994,98055,47.4744,-122.213,1180,4800,46,46,568,100,4069,4069,4275
"1335",573000685,"20140717T000000",805000,2,1.75,1550,6000,1,0,1,3,7,1550,0,1920,0,98199,47.6712,-122.409,2360,6000,18,18,1460,142,3294,3294,3721
"1336",8961990160,"20150413T000000",567500,3,2.5,2080,4556,2,0,0,3,8,2080,0,1999,0,98074,47.6036,-122.014,1530,5606,0,0,273,24,3529,3529,4059
"1337",1250202255,"20140605T000000",647500,3,1.75,1290,3870,1,0,0,5,7,1290,0,1916,0,98144,47.5873,-122.29,2020,5850,7,7,1400,28,3800,3800,4240
"1338",7234600796,"20141126T000000",495000,2,1.75,1850,2530,2.5,0,0,4,7,1850,0,1903,0,98122,47.6106,-122.31,1500,1795,26,26,1782,88,3591,3591,4246
"1339",3630180340,"20141104T000000",825000,4,2.5,3370,5000,2,0,0,3,9,3370,0,2006,0,98027,47.541,-121.998,3370,5237,2,2,173,4,3171,3171,4199
"1340",5104450070,"20150309T000000",435000,4,2.25,2730,7506,2,0,0,4,8,2730,0,1987,0,98058,47.4627,-122.152,2390,8015,2,2,398,14,3831,3831,4269
"1341",9477100060,"20140909T000000",445950,3,1.75,1300,7800,1,0,0,5,7,1300,0,1968,0,98034,47.7321,-122.195,1520,7344,3,3,416,13,3202,3202,3648
"1342",4139440830,"20140603T000000",960000,5,2.75,3040,10257,2,0,0,3,10,3040,0,1993,0,98006,47.5531,-122.119,2860,9327,1,1,761,3,3945,3945,4228
"1343",6772200055,"20140917T000000",780000,4,3,2440,3600,1.5,0,0,5,8,1480,960,1929,0,98103,47.6853,-122.331,1770,4000,153,153,1595,309,3397,3397,3729
"1344",8731982190,"20140618T000000",274500,3,2.25,1720,9000,1,0,0,4,8,1320,400,1969,0,98023,47.3191,-122.383,1930,8000,9,9,327,25,1767,1767,3259
"1345",6300000335,"20150429T000000",729953,5,3,3230,5167,1.5,0,0,4,8,2000,1230,1909,0,98133,47.7053,-122.34,1509,1626,18,18,1494,93,3334,3334,3603
"1346",9301300751,"20140728T000000",464950,3,1.5,1200,890,2,0,0,3,8,1030,170,2008,0,98109,47.6384,-122.342,1230,2120,51,51,1719,233,3501,3501,4207
"1347",9542100135,"20141112T000000",620000,4,1.75,2350,18800,1,0,2,3,8,2350,0,1959,0,98005,47.5904,-122.177,3050,14640,2,2,749,40,3839,3839,4229
"1348",8691410700,"20150116T000000",735000,4,3.5,3100,5600,2,0,0,3,9,3100,0,2005,0,98075,47.5968,-121.978,3080,5600,0,0,200,3,2882,2882,4011
"1349",217500135,"20150421T000000",450000,4,2.25,2040,9565,1,0,0,3,8,1400,640,1959,0,98133,47.7356,-122.335,1890,8580,5,5,1261,52,3127,3127,3513
"1350",3731800055,"20140605T000000",450000,4,1,2000,4676,1.5,0,0,3,7,1250,750,1916,1986,98118,47.5529,-122.268,1140,4676,8,8,1113,44,4152,4152,4240
"1351",7234600786,"20140511T000000",842500,4,2.5,2160,5298,2.5,0,0,4,9,2160,0,1902,0,98122,47.6106,-122.31,1720,2283,26,26,1782,88,3591,3591,4246
"1352",2423059104,"20141008T000000",360000,3,2,1970,79714,1,0,0,3,7,1070,900,1979,0,98058,47.4674,-122.107,1890,36626,2,2,411,3,3512,3512,4257
"1353",1823039205,"20140624T000000",585000,3,2.5,2270,100545,2,0,0,3,8,2270,0,1998,0,98070,47.4815,-122.47,1277,100545,0,0,179,0,3494,3494,4236
"1354",2423020260,"20140814T000000",461000,3,2.25,1850,7923,1,0,0,4,7,1150,700,1977,0,98033,47.7011,-122.171,1780,7420,2,2,618,20,3337,3337,3819
"1355",2695600070,"20140818T000000",345000,2,1,1350,4494,1,0,0,3,7,920,430,1949,0,98126,47.5315,-122.38,1470,5225,18,18,645,64,4020,4020,4245
"1356",6844703240,"20140702T000000",1075000,3,2.5,3280,10302,1,0,0,3,10,1680,1600,1970,0,98115,47.6948,-122.286,1550,6300,1,1,1596,44,3393,3393,3743
"1357",3904940070,"20150227T000000",643000,4,2.5,2270,8391,2,0,0,3,8,2270,0,1988,0,98029,47.574,-122.013,2420,8391,0,0,225,35,3561,3561,4188
"1358",1939130070,"20140929T000000",690000,4,2.5,2820,8307,2,0,0,3,9,2820,0,1990,0,98074,47.6253,-122.027,2820,8307,0,0,356,28,3512,3512,3981
"1359",5589300370,"20150401T000000",282000,4,1,1200,11111,1.5,0,0,3,7,1200,0,1949,0,98155,47.7529,-122.306,1350,9113,4,4,798,14,3000,3000,3491
"1360",3526039116,"20141118T000000",549000,3,1.75,2000,6130,1,0,0,4,8,1120,880,1951,0,98117,47.6925,-122.388,2140,7150,9,9,1456,62,3277,3277,3605
"1361",6821600390,"20150108T000000",815000,3,2,2310,6000,2,0,1,4,9,1560,750,1926,0,98199,47.648,-122.395,2000,6000,7,7,1550,44,3420,3420,4052
"1362",1925069082,"20150511T000000",2200000,5,4.25,4640,22703,2,1,4,5,8,2860,1780,1952,0,98052,47.6393,-122.097,3140,14200,1,1,643,8,3530,3530,4048
"1363",8100400160,"20150413T000000",7e+05,3,2.25,2330,11424,2,0,0,4,8,2330,0,1984,0,98052,47.6386,-122.11,2050,11448,1,1,645,3,3541,3541,4087
"1364",5556300102,"20140714T000000",933399,3,2.5,3940,10360,2,0,0,3,9,3110,830,1992,0,98052,47.6468,-122.116,2720,11941,0,0,647,5,3496,3496,4018
"1365",7222000393,"20140703T000000",290000,3,1,1440,11250,1,0,0,3,7,1440,0,1967,0,98055,47.4627,-122.213,2200,11250,10,10,584,56,4004,4004,4275
"1366",9407001860,"20140524T000000",372000,4,1.75,1960,9300,1,0,0,5,7,1340,620,1979,0,98045,47.4487,-121.772,1500,9752,0,0,4,0,524,524,1616
"1367",9468200140,"20140819T000000",450000,2,1.75,1250,2890,1,0,0,4,7,790,460,1920,0,98103,47.6795,-122.353,1500,3225,79,79,1568,224,3393,3393,3761
"1368",3295950240,"20140905T000000",303700,3,2.5,1981,5700,2,0,0,3,8,1981,0,2010,0,98030,47.3668,-122.178,1981,5894,0,0,346,12,2462,2462,4013
"1369",3905000340,"20140724T000000",672000,4,2.5,2440,10049,2,0,0,4,9,2440,0,1989,0,98029,47.5744,-121.993,2820,8484,1,1,197,16,3225,3225,4146
"1370",3374300070,"20140623T000000",334000,4,1.5,1150,9360,1.5,0,0,3,6,1150,0,1970,0,98034,47.7197,-122.173,1480,8155,1,1,379,17,3223,3223,3693
"1371",7812800310,"20140625T000000",260000,2,1,1120,5650,1,0,0,3,6,1120,0,1944,0,98178,47.4979,-122.241,1270,6875,5,5,732,16,4183,4183,4274
"1372",7015200685,"20140731T000000",749950,3,1.75,1800,5700,1,0,0,4,8,1000,800,1941,0,98119,47.6491,-122.367,1680,5350,34,34,1648,161,3466,3466,4102
"1373",3521069051,"20141223T000000",330000,4,2.25,2380,122038,2,0,0,4,8,2380,0,1984,0,98022,47.2624,-122.015,2030,48000,0,0,29,0,1078,1078,1867
"1374",8032700140,"20141028T000000",830000,5,3,2920,2808,2,0,0,3,8,2140,780,1960,1992,98103,47.654,-122.342,1620,1544,99,99,1626,278,3480,3480,4078
"1375",6117500320,"20140708T000000",1131000,3,2.25,2790,13791,1,0,3,3,8,2790,0,2006,0,98166,47.4389,-122.351,2720,12600,6,6,348,48,3717,3717,4246
"1376",7305300045,"20140707T000000",320000,3,1,1560,7552,1,0,0,4,6,910,650,1948,0,98155,47.7552,-122.327,1200,8152,2,2,781,22,2941,2941,3492
"1377",922069139,"20150414T000000",260000,2,1,1550,15250,1.5,0,0,5,7,1550,0,1920,0,98038,47.407,-122.045,1520,34929,0,0,266,9,2297,2297,3986
"1378",84000335,"20140626T000000",225000,3,2,1700,11475,1,0,0,5,6,970,730,1945,0,98146,47.4851,-122.338,1560,11475,2,2,621,39,4065,4065,4269
"1379",9232400055,"20140917T000000",279200,1,1,640,6350,1,0,0,3,5,640,0,1939,0,98117,47.6976,-122.359,1270,6350,73,73,1515,189,3326,3326,3609
"1380",1453600202,"20140520T000000",520000,4,3.5,2680,10000,2,0,0,3,8,2040,640,1942,2014,98125,47.726,-122.296,1530,8000,32,32,1324,67,3304,3304,3555
"1381",3904910520,"20140625T000000",505000,3,2.5,1860,8060,2,0,0,4,8,1860,0,1987,0,98029,47.5674,-122.017,1850,4661,4,4,223,15,3615,3615,4223
"1382",5469300270,"20140506T000000",234000,3,1.75,1490,8366,1,0,0,4,7,1010,480,1975,0,98042,47.375,-122.14,1490,7469,5,5,399,26,2448,2448,4009
"1383",8681660060,"20140929T000000",503000,4,2.5,2470,5044,2,0,0,3,9,2470,0,2005,0,98155,47.7728,-122.271,2790,5583,0,0,347,6,2903,2903,3416
"1384",3902300350,"20140806T000000",606000,4,2.25,2390,8858,1,0,0,4,8,1740,650,1979,0,98033,47.6925,-122.184,2240,8858,0,0,751,11,3349,3349,3828
"1385",6392003490,"20140723T000000",433500,3,1,1230,6000,1,0,0,4,7,780,450,1937,0,98115,47.6839,-122.281,1570,5000,15,15,1762,48,3403,3403,3792
"1386",3342700465,"20150123T000000",250000,3,1.5,2840,10182,1,0,0,3,8,1510,1330,1951,0,98056,47.524,-122.2,2210,9669,0,0,647,33,4203,4203,4263
"1387",2592210160,"20140805T000000",719000,3,2.5,2120,9307,2,0,0,4,9,2120,0,1984,0,98006,47.5477,-122.141,2290,11524,1,1,850,14,4036,4036,4245
"1388",616000160,"20141210T000000",381000,3,2,1770,14400,1,0,0,4,8,1770,0,1959,0,98166,47.415,-122.337,1900,14400,6,6,336,58,3502,3502,4206
"1389",1687000270,"20140528T000000",267000,3,2.5,2495,4400,2,0,0,3,8,2495,0,2007,0,98001,47.288,-122.283,2434,4400,0,0,425,5,1587,1587,2701
"1390",4102000075,"20140522T000000",275000,1,0.75,1170,14149,1,0,0,5,7,880,290,1962,0,98022,47.2653,-121.91,1130,24513,0,0,3,0,518,518,1589
"1391",8078460550,"20140513T000000",651000,4,2.5,2740,7140,2,0,0,3,8,2740,0,1993,0,98074,47.6334,-122.021,2260,7035,0,0,307,8,3336,3336,3960
"1392",2710600070,"20150204T000000",439000,2,1,1050,5671,1,0,0,3,7,850,200,1949,0,98115,47.6767,-122.286,1850,5243,21,21,1792,68,3413,3413,3870
"1393",37000435,"20150214T000000",325000,2,1,1130,5070,1,0,0,4,7,1130,0,1955,0,98146,47.5141,-122.377,860,6300,10,10,550,48,4021,4021,4269
"1394",5100401414,"20140502T000000",490000,2,1,880,6380,1,0,0,3,7,880,0,1938,1994,98115,47.6924,-122.322,1340,6380,17,17,1597,248,3393,3393,3697
"1395",5631500254,"20141007T000000",519900,4,2.5,2403,6172,2,0,0,3,9,2403,0,1999,0,98028,47.7361,-122.234,2380,6075,2,2,723,16,3206,3206,3547
"1396",8567300140,"20140723T000000",545000,4,2.75,3410,35040,2,0,0,3,9,3410,0,1984,0,98038,47.4054,-122.03,2580,37263,0,0,240,8,2223,2223,3825
"1397",98000060,"20140714T000000",1062500,4,4,5320,20041,2,0,0,3,11,5320,0,2003,0,98075,47.5852,-121.966,4640,17268,4,4,183,4,2680,2680,4023
"1398",2205500400,"20140514T000000",542000,4,1.75,1900,8250,1,0,0,4,7,950,950,1955,0,98006,47.5765,-122.147,1480,8360,4,4,785,47,3872,3872,4228
"1399",1726069084,"20141208T000000",465000,4,1.75,1810,21650,2,0,0,4,7,1810,0,1961,0,98077,47.7358,-122.076,2700,29680,1,1,222,1,2982,2982,3553
"1400",8682291840,"20150331T000000",408000,2,2,1200,3900,1,0,0,3,8,1200,0,2006,0,98053,47.72,-122.024,1440,5580,1,1,154,2,2935,2935,3620
"1401",5003600240,"20141204T000000",292000,4,2.5,2060,5950,2,0,0,3,8,2060,0,2000,0,98030,47.3631,-122.192,2242,6406,0,0,360,16,2441,2441,3991
"1402",5636000400,"20140507T000000",253000,3,1.75,1250,10122,1,0,0,3,7,1250,0,1994,0,98010,47.3277,-122.001,1980,10175,12,12,206,15,1482,1482,2508
"1403",3298700125,"20140905T000000",280000,2,1,910,4662,1,0,0,5,6,910,0,1942,0,98106,47.5232,-122.354,890,6050,32,32,625,66,4095,4095,4259
"1404",7880000060,"20140604T000000",658588,3,2.25,2560,41346,2,0,0,3,10,2560,0,1986,0,98027,47.4871,-122.065,3040,35395,0,0,236,1,3422,3422,4239
"1405",7811200310,"20141216T000000",635000,4,2.25,1920,8910,1,0,0,4,8,1200,720,1969,0,98005,47.5897,-122.156,2250,8800,15,15,756,30,3835,3835,4229
"1406",5255690160,"20141009T000000",439000,4,2.25,2240,8300,2,0,0,3,8,2240,0,1978,0,98011,47.7746,-122.197,2340,8500,0,0,223,15,2882,2882,3444
"1407",869700320,"20140806T000000",3e+05,3,2.5,1260,3855,2,0,0,3,8,1260,0,1999,0,98059,47.4908,-122.154,1310,3344,22,22,489,57,4123,4123,4263
"1408",6052401631,"20150205T000000",345000,3,1.5,1360,13496,1,0,0,4,8,1360,0,1960,0,98198,47.4032,-122.314,1900,10538,29,29,437,52,3126,3126,4188
"1409",5089700260,"20140812T000000",283500,4,2.25,2100,8050,2,0,0,3,8,2100,0,1978,0,98055,47.4391,-122.193,2190,7700,0,0,436,9,3718,3718,4269
"1410",9473200105,"20140924T000000",425000,2,1,2110,4920,1.5,0,0,3,7,1460,650,1911,0,98103,47.6872,-122.339,1390,4732,40,40,1581,306,3391,3391,3696
"1411",6678900140,"20150319T000000",685000,3,1.75,2210,8955,1,0,1,3,8,1560,650,1974,0,98033,47.6621,-122.189,2210,8976,2,2,814,15,3420,3420,3996
"1412",9552700550,"20150421T000000",750000,3,2.5,2360,12987,2,0,0,3,8,2360,0,1983,0,98006,47.5471,-122.149,2480,11665,4,4,875,22,4049,4049,4245
"1413",2171400218,"20150416T000000",245000,4,1.5,1280,8000,1,0,0,3,6,1280,0,1960,0,98178,47.4949,-122.255,1420,8211,15,15,725,18,4153,4153,4273
"1414",9122001231,"20150403T000000",585444,6,3.75,2740,6924,1,0,2,3,7,1640,1100,1962,0,98144,47.5816,-122.296,1940,6000,11,11,1309,31,3862,3862,4249
"1415",6639900012,"20140917T000000",706000,4,2.5,2740,7571,2,0,0,3,9,2740,0,2009,0,98033,47.6962,-122.179,2880,7203,2,2,704,14,3337,3337,3810
"1416",8151601090,"20140801T000000",445000,4,2,2630,9099,1.5,0,0,3,7,1830,800,1944,2009,98146,47.5067,-122.361,1430,6825,3,3,569,39,4049,4049,4271
"1417",6664900260,"20150219T000000",241000,3,2,1650,6000,1,0,0,3,7,1650,0,1990,0,98023,47.2904,-122.353,1870,6000,11,11,369,57,1574,1574,2622
"1418",7663700030,"20150503T000000",1175000,2,2.5,1770,7155,2,1,4,3,8,1770,0,1957,2004,98155,47.7345,-122.285,2410,10476,3,3,991,39,3236,3236,3542
"1419",952000055,"20150206T000000",530000,3,1,1500,5750,1.5,0,0,4,7,1050,450,1927,0,98126,47.5677,-122.376,1500,5060,40,40,879,91,3814,3814,4245
"1420",4292300024,"20150302T000000",350000,3,1.5,1430,12199,1,0,0,3,7,1130,300,1948,0,98133,47.7352,-122.33,1490,8196,4,4,1276,52,3185,3185,3521
"1421",8073000550,"20150415T000000",1700000,4,3.75,3190,17186,2,1,4,3,10,3190,0,1999,0,98178,47.5115,-122.246,2290,13496,0,0,757,17,4198,4198,4262
"1422",9238450160,"20150428T000000",389000,3,1,1280,9630,1,0,0,3,7,1280,0,1968,0,98072,47.7677,-122.163,1300,9453,1,1,194,40,2929,2929,3452
"1423",6127600036,"20141105T000000",799000,4,2.75,2390,6820,2,0,0,4,7,2140,250,1945,0,98115,47.6788,-122.27,1980,6820,6,6,1820,47,3404,3404,3850
"1424",1370801331,"20140804T000000",1400000,4,2.5,4040,9630,1,0,3,4,9,2020,2020,1951,0,98199,47.6408,-122.41,3160,8025,2,2,1496,13,3405,3405,4066
"1425",3500100226,"20141229T000000",340895,2,1,920,8612,1,0,0,5,7,920,0,1947,0,98155,47.734,-122.301,1500,7956,7,7,1226,65,3240,3240,3538
"1426",319500570,"20140505T000000",780000,4,2.5,2730,10281,2,0,2,3,9,2730,0,1996,0,98074,47.6227,-122.029,2750,7220,16,16,364,24,3538,3538,3996
"1427",3751604974,"20141204T000000",350000,2,1.5,1320,73600,1,0,0,3,7,1320,0,1993,0,98001,47.2755,-122.271,1320,33600,1,1,394,2,1504,1504,2573
"1428",7852030320,"20150217T000000",470000,3,2.5,2620,4874,2,0,0,3,7,2620,0,1999,0,98065,47.5328,-121.879,2360,4231,0,0,10,0,1462,1462,3599
"1429",2481630070,"20150128T000000",914600,4,3,3180,80837,2,0,0,3,11,3180,0,1985,0,98072,47.7336,-122.134,3180,38715,0,0,283,5,3174,3174,3644
"1430",4299000030,"20140923T000000",354000,4,2.5,2900,4762,2,0,0,3,8,2900,0,2005,0,98042,47.3663,-122.129,2900,5173,0,0,385,46,2328,2328,3848
"1431",3886902590,"20150226T000000",470000,5,2,1900,6000,1.5,0,0,4,6,1900,0,1920,0,98033,47.6831,-122.186,2110,8400,2,2,841,9,3387,3387,3862
"1432",9178601000,"20140730T000000",715000,3,2,1760,5400,1,0,0,5,7,1160,600,1927,0,98103,47.6558,-122.331,1640,5400,60,60,1620,255,3479,3479,4071
"1433",2861100030,"20141007T000000",265000,2,1,760,4000,1,0,0,4,6,760,0,1950,0,98108,47.5466,-122.304,1640,4500,3,3,930,43,4148,4148,4239
"1434",9471200370,"20150330T000000",2537000,4,3,3710,20000,2,0,2,5,10,2760,950,1936,0,98105,47.6696,-122.261,3970,20000,0,0,1866,19,3451,3451,3960
"1435",625049286,"20140815T000000",640000,3,1,1530,4944,1,0,0,3,7,1530,0,1950,0,98103,47.6857,-122.341,1500,4944,37,37,1570,306,3391,3391,3710
"1436",133000135,"20141120T000000",290000,4,1.75,1990,18900,2,0,0,4,7,1870,120,1929,0,98168,47.5131,-122.313,1710,12400,0,0,792,7,4176,4176,4259
"1437",7214700830,"20140513T000000",480000,5,4.75,3830,35000,1,0,0,3,8,2130,1700,1976,0,98077,47.7597,-122.079,2750,36150,0,0,179,0,2800,2800,3442
"1438",4473400045,"20140826T000000",535000,3,2,2040,5600,1,0,1,5,7,1120,920,1954,0,98144,47.5959,-122.293,2120,4958,11,11,1563,30,3727,3727,4240
"1439",9413600350,"20140829T000000",907000,3,1.75,2170,12220,1,0,0,5,8,2170,0,1965,0,98033,47.6537,-122.195,1980,9000,4,4,854,7,3500,3500,4072
"1440",1138010520,"20140601T000000",459000,3,1.75,1620,7330,1,0,0,4,7,1090,530,1974,0,98034,47.7148,-122.213,1380,7191,11,11,774,25,3329,3329,3661
